Timestamp,Roll,Pitch,Yaw,Flex
16:45:46.865849,447953,50.90,-5.49,214563.86,1.00
16:45:46.875835,447963,50.65,-5.59,214569.34,0.00
16:45:46.885824,447973,50.41,-5.67,214574.33,0.00
16:45:46.895876,447983,50.19,-5.67,214579.31,0.00
16:45:46.905865,447993,50.08,-5.62,214584.30,1.00
16:45:46.915967,448003,49.93,-5.50,214588.78,0.00
16:45:46.925819,448013,49.80,-5.44,214594.27,1.00
16:45:46.935778,448023,49.72,-5.40,214599.25,0.00
16:45:46.945848,448033,49.60,-5.38,214604.23,1.00
16:45:46.954752,448043,49.52,-5.38,214609.22,0.00
16:45:46.965212,448053,49.47,-5.37,214613.70,1.00
16:45:46.973020,timestamp,roll,pitch,yaw,flex
16:45:46.979153,448063,49.39,-5.37,214619.19,2.00
16:45:46.985567,448073,49.32,-5.39,214623.67,1.00
16:45:46.995756,448083,49.23,-5.44,214629.16,0.00
16:45:47.005134,448093,49.14,-5.46,214633.64,0.00
16:45:47.015791,448103,49.16,-5.50,214639.13,0.00
16:45:47.025974,448113,49.17,-5.45,214644.11,1.00
16:45:47.035133,448123,49.16,-5.39,214649.09,0.00
16:45:47.045265,448133,49.18,-5.40,214654.08,1.00
16:45:47.055597,448143,49.15,-5.45,214658.56,0.00
16:45:47.065708,448153,49.15,-5.50,214663.55,1.00
16:45:47.075824,448163,49.11,-5.56,214669.03,0.00
16:45:47.085775,448173,49.05,-5.59,214674.02,1.00
16:45:47.095580,448183,49.03,-5.63,214679.00,0.00
16:45:47.105564,448193,49.01,-5.58,214683.98,1.00
16:45:47.114989,448203,49.02,-5.52,214688.97,0.00
16:45:47.125111,448213,48.98,-5.49,214693.45,0.00
16:45:47.135379,448223,48.93,-5.52,214698.94,0.00
16:45:47.145482,448233,48.94,-5.46,214703.42,0.00
16:45:47.155664,448243,48.93,-5.40,214708.41,0.00
16:45:47.165937,448253,48.93,-5.38,214713.89,1.00
16:45:47.175071,448263,48.88,-5.37,214718.88,0.00
16:45:47.185274,448273,48.86,-5.39,214723.36,1.00
16:45:47.195606,448283,48.84,-5.36,214728.84,1.00
16:45:47.205389,448293,48.78,-5.35,214733.83,1.00
16:45:47.215634,448303,48.78,-5.40,214738.81,0.00
16:45:47.225442,448313,48.84,-5.42,214743.30,2.00
