timestamp,roll,pitch,yaw,flex
105363,5.08,-86.71,51041.95,0
105373,4.89,-86.72,51046.93,0
105383,4.71,-86.73,51051.9,0
105393,4.55,-86.73,51056.88,0
105403,4.41,-86.73,51061.86,0
105413,4.29,-86.73,51066.84,0
105423,4.18,-86.72,51071.82,0
105433,4.08,-86.72,51076.8,0
105443,8.49,-86.71,51081.78,0
105453,12.45,-86.71,51086.75,0
105463,16.02,-86.72,51091.73,0
105473,14.73,-86.72,51096.71,0
105483,13.58,-86.73,51101.7,0
105493,12.54,-86.73,51106.68,0
105503,11.6,-86.73,51111.67,0
105513,10.75,-86.73,51116.65,0
105523,9.99,-86.73,51121.64,0
105533,9.3,-86.73,51126.62,0
105543,8.68,-86.73,51131.61,0
105553,8.13,-86.73,51136.59,0
105563,7.63,-86.74,51141.57,0
105573,7.18,-86.74,51146.55,0
105583,6.77,-86.74,51151.53,0
105593,6.41,-86.75,51156.51,0
105603,6.08,-86.75,51161.5,0
105613,5.79,-86.76,51166.48,0
105623,5.52,-86.76,51171.46,0
105633,5.28,-86.76,51176.45,0
105643,5.07,-86.76,51181.43,0
105653,4.87,-86.76,51186.41,0
105663,4.7,-86.76,51191.39,0
105673,4.54,-86.77,51196.37,0
105683,4.4,-86.77,51201.36,0
105693,4.27,-86.77,51206.34,0
105703,4.16,-86.77,51211.33,0
105713,4.06,-86.77,51216.31,0
105723,3.97,-86.77,51221.3,0
105733,3.89,-86.77,51226.28,0
105743,3.81,-86.77,51231.26,0
105753,3.75,-86.77,51236.24,0
105763,3.69,-86.77,51241.22,0
105773,3.63,-86.77,51246.2,0
105783,3.58,-86.77,51251.19,0
105793,3.53,-86.77,51256.17,0
105803,3.5,-86.77,51261.16,0
105813,3.47,-86.76,51266.14,0
105823,3.45,-86.75,51271.12,0
105833,3.41,-86.75,51276.11,0
105843,3.39,-86.76,51281.09,0
105853,3.36,-86.76,51286.07,0
105863,3.34,-86.76,51291.05,0
105873,3.32,-86.76,51296.04,0
105883,3.31,-86.75,51301.02,0
105893,3.3,-86.75,51306,0
105903,3.29,-86.73,51310.99,0
105913,3.28,-86.73,51315.98,0
105923,3.27,-86.73,51320.97,0
105933,3.26,-86.73,51325.95,0
105943,3.25,-86.74,51330.93,0
105953,7.73,-86.75,51335.91,0
105963,11.76,-86.76,51340.89,0
105973,10.89,-86.76,51345.86,0
105983,10.11,-86.77,51350.84,0
105993,9.41,-86.77,51355.83,0
106003,8.78,-86.77,51360.81,0
