timestamp,roll,pitch,yaw,flex
31843,3.47,-1.01,15812.85,385
31853,3.47,-1.01,15817.83,385
31863,3.47,-1.01,15822.82,385
31873,3.47,-1.01,15827.8,385
31883,3.47,-1.01,15832.78,386
31893,3.47,-1,15837.77,384
31903,3.47,-1,15842.75,385
31913,3.47,-1,15847.74,384
31923,3.47,-1,15852.72,385
31933,3.47,-1,15857.71,385
31943,3.47,-1,15862.69,384
31953,3.47,-1,15867.67,385
31963,3.47,-1,15872.66,384
31973,3.47,-1,15877.64,385
31983,3.46,-1.01,15882.62,384
31993,3.47,-1.01,15887.6,384
32003,3.47,-1,15892.59,384
32013,3.47,-1,15897.57,385
32023,3.47,-1,15902.55,384
32033,3.47,-0.99,15907.54,384
32043,3.47,-0.99,15912.52,385
32053,3.47,-0.99,15917.51,384
timestamp,roll,pitch,yaw,flex
32063,3.47,-0.99,15922.99,384
32073,3.47,-1,15927.48,384
32083,3.47,-1,15932.46,385
32093,3.48,-1,15937.45,384
32103,3.48,-1,15942.43,385
32113,3.48,-1,15947.42,385
32123,3.48,-1,15952.4,385
32133,3.48,-1,15957.38,384
32143,3.48,-1,15962.37,384
32153,3.48,-1,15967.35,385
32163,3.47,-1,15972.33,385
32173,3.47,-1.01,15977.32,385
32183,3.47,-1,15982.3,384
32193,3.47,-1,15987.29,384
32203,3.48,-1,15992.27,386
32213,3.48,-0.99,15997.25,385
32223,3.48,-0.99,16002.24,385
32233,3.48,-0.99,16007.22,384
32243,3.48,-0.99,16012.21,383
32253,3.47,-0.99,16017.19,384
32263,3.47,-0.99,16022.17,380
32273,3.46,-1,16027.15,384
32283,3.47,-1,16032.14,380
32293,3.47,-1,16037.12,384
32303,3.48,-1,16042.1,385
32313,3.48,-0.99,16047.09,385
32323,10.49,-1.06,14078.55,385
32333,9.78,-1.07,14083.53,385
32343,9.15,-1.07,14088.52,385
32353,8.58,-1.06,14093.51,385
32363,8.07,-1.05,14098.49,385
32373,7.61,-1.05,14103.48,385
32383,7.2,-1.04,14108.46,385
32393,6.83,-1.04,14113.44,385
32403,6.49,-1.04,14118.42,385
32413,6.19,-1.05,14123.4,384
32423,5.92,-1.05,14128.38,380
32433,5.67,-1.05,14133.37,376
32443,5.46,-1.05,14138.35,375
32453,5.26,-1.05,14143.33,376
32463,5.09,-1.04,14148.32,376
32473,4.93,-1.04,14153.3,376
32483,4.79,-1.04,14158.28,376
32493,4.67,-1.04,14163.27,376
32503,4.55,-1.04,14168.25,376
32513,4.44,-1.04,14173.24,376
32523,4.34,-1.05,14178.22,376
32533,4.26,-1.05,14183.21,376
32543,4.18,-1.05,14188.19,377
32553,4.1,-1.06,14193.18,377
32563,4.04,-1.06,14198.16,378
32573,3.98,-1.06,14203.14,378
32583,3.94,-1.06,14208.13,378
32593,3.9,-1.06,14213.11,378
32603,3.86,-1.06,14218.1,377
32613,3.81,-1.06,14223.08,378
32623,3.78,-1.06,14228.07,379
32633,8.24,-1.06,14233.05,378
32643,12.26,-1.07,14238.04,375
32653,15.87,-1.07,14243.02,378
32663,14.63,-1.08,14248,380
32673,13.51,-1.08,14252.99,379
32683,12.51,-1.08,14257.97,379
32693,11.6,-1.08,14262.96,379
32703,10.79,-1.07,14267.94,378
32713,10.06,-1.07,14272.93,379
32723,9.4,-1.06,14277.91,380
32733,13.31,-1.06,14282.89,378
32743,16.82,-1.06,14287.87,378
32753,15.47,-1.06,14292.86,378
32763,14.27,-1.06,14297.84,377
32773,13.19,-1.06,14302.82,378
32783,12.22,-1.06,14307.81,379
32793,11.36,-1.05,14312.79,379
32803,10.57,-1.04,14317.77,378
32813,14.36,-1.04,14322.75,378
32823,17.77,-1.04,14327.74,379
32833,16.33,-1.04,14332.72,378
32843,15.04,-1.04,14337.71,377
32853,13.88,-1.04,14342.69,378
32863,12.84,-1.04,14347.68,378
32873,11.9,-1.04,14352.66,377
32883,11.06,-1.04,14357.65,377
32893,10.3,-1.04,14362.63,376
32903,9.62,-1.04,14367.62,377
32913,9,-1.04,14372.6,377
32923,8.45,-1.04,14377.58,379
32933,7.95,-1.05,14382.57,378
32943,7.5,-1.05,14387.55,377
32953,11.59,-1.05,14392.54,377
32963,15.28,-1.05,14397.52,377
32973,18.6,-1.04,14402.5,377
32983,17.08,-1.04,14407.48,378
32993,15.71,-1.04,14412.47,378
33003,14.49,-1.04,14417.45,377
33013,13.39,-1.04,14422.44,376
33023,roll,pitch,yaw,flex
33033,12.4,-1.03,14427.92,380
33043,11.51,-1.03,14432.4,379
33053,10.71,-1.03,14437.39,378
33063,9.99,-1.03,14442.37,379
33073,9.33,-1.03,14447.36,378
33083,8.74,-1.03,14452.34,379
33093,8.21,-1.03,14457.33,379
33103,7.73,-1.03,14462.31,379
33113,7.31,-1.04,14467.29,379
33123,6.93,-1.04,14472.27,378
33133,6.58,-1.04,14477.26,379
33143,6.27,-1.04,14482.24,379
33153,5.99,-1.04,14487.23,379
33163,5.74,-1.04,14492.22,379
33173,5.51,-1.04,14497.2,379
33183,5.3,-1.04,14502.19,379
33193,5.12,-1.04,14507.17,379
33203,4.95,-1.04,14512.16,379
33213,4.81,-1.05,14517.14,379
33223,4.67,-1.05,14522.12,380
33233,4.55,-1.05,14527.11,379
33243,4.44,-1.05,14532.09,380
33253,4.34,-1.05,14537.07,380
33263,4.25,-1.04,14542.06,380
33273,4.18,-1.04,14547.04,380
33283,4.1,-1.04,14552.03,380
33293,4.04,-1.04,14557.01,380
33303,3.98,-1.04,14562,381
33313,3.93,-1.04,14566.98,380
33323,3.89,-1.04,14571.96,381
33333,3.85,-1.03,14576.95,381
33343,3.82,-1.03,14581.94,381
33353,3.78,-1.03,14586.92,381
33363,3.75,-1.03,14591.91,381
33373,3.72,-1.02,14596.9,382
33383,3.69,-1.02,14601.88,381
33393,3.66,-1.03,14606.87,381
33403,3.64,-1.03,14611.85,381
33413,3.62,-1.03,14616.83,381
33423,3.61,-1.04,14621.81,382
33433,3.59,-1.04,14626.8,382
33443,3.58,-1.04,14631.78,382
33453,3.57,-1.04,14636.76,382
33463,3.56,-1.04,14641.74,382
33473,3.55,-1.04,14646.72,382
33483,3.54,-1.04,14651.71,382
33493,3.53,-1.03,14656.69,381
33503,3.52,-1.03,14661.68,381
33513,3.52,-1.03,14666.66,383
33523,3.52,-1.03,14671.64,382
33533,3.51,-1.03,14676.63,381
33543,3.51,-1.03,14681.61,381
33553,3.5,-1.04,14686.6,381
33563,3.5,-1.04,14691.58,381
33573,3.49,-1.04,14696.56,381
33583,3.49,-1.04,14701.55,381
33593,3.49,-1.03,14706.54,382
33603,3.48,-1.03,14711.52,382
33613,3.48,-1.03,14716.5,383
33623,3.48,-1.03,14721.49,383
33633,3.48,-1.04,14726.47,383
33643,3.48,-1.04,14731.45,383
33653,3.48,-1.04,14736.44,383
33663,3.47,-1.04,14741.42,383
33673,3.47,-1.04,14746.41,383
33683,3.47,-1.04,14751.39,383
33693,3.47,-1.04,14756.37,384
33703,3.47,-1.03,14761.36,383
33713,3.47,-1.03,14766.34,384
33723,3.47,-1.04,14771.33,384
33733,3.47,-1.04,14776.31,384
33743,3.47,-1.04,14781.29,384
33753,3.47,-1.04,14786.28,384
33763,3.47,-1.04,14791.26,385
33773,3.47,-1.04,14796.25,384
33783,3.47,-1.04,14801.23,385
33793,3.47,-1.03,14806.21,385
33803,3.47,-1.03,14811.19,385
33813,3.48,-1.03,14816.18,385
33823,3.47,-1.03,14821.16,385
33833,3.47,-1.03,14826.14,385
33843,3.46,-1.03,14831.13,385
33853,3.46,-1.03,14836.11,385
33863,3.47,-1.03,14841.1,385
33873,3.47,-1.03,14846.09,385
33883,3.47,-1.03,14851.07,386
33893,3.47,-1.03,14856.06,385
33903,3.46,-1.03,14861.04,386
33913,3.46,-1.03,14866.02,385
33923,3.46,-1.03,14871,385
33933,3.46,-1.03,14875.99,385
33943,3.46,-1.03,14880.97,385
33953,3.46,-1.04,14885.96,385
33963,3.46,-1.04,14890.94,386
33973,3.46,-1.04,14895.93,386
33983,3.46,-1.03,14900.91,386
33993,3.46,-1.04,14905.9,386
34003,3.46,-1.04,14910.88,386
34013,3.46,-1.04,14915.86,386
34023,3.46,-1.04,14920.85,386
34033,roll,pitch,yaw,386
34043,3.47,-1.03,14926.33,386
34053,3.46,-1.03,14930.82,386
34063,3.46,-1.04,14935.8,386
34073,3.46,-1.04,14940.78,386
34083,3.47,-1.03,14945.77,386
34093,3.47,-1.03,14950.75,386
34103,3.46,-1.03,14955.73,386
34113,3.46,-1.03,14960.72,386
34123,3.46,-1.03,14965.7,386
34133,3.46,-1.04,14970.69,386
34143,3.46,-1.04,14975.67,387
34153,3.46,-1.04,14980.66,386
34163,3.46,-1.04,14985.64,386
34173,3.46,-1.04,14990.63,386
34183,3.46,-1.04,14995.61,386
34193,3.46,-1.04,15000.59,386
34203,3.46,-1.05,15005.57,386
34213,3.46,-1.05,15010.54,386
34223,3.46,-1.05,15015.53,387
34233,3.46,-1.05,15020.51,386
34243,3.46,-1.04,15025.5,386
34253,3.46,-1.04,15030.48,386
34263,3.46,-1.04,15035.47,386
34273,3.46,-1.04,15040.46,386
34283,3.45,-1.03,15045.44,386
34293,3.45,-1.03,15050.42,385
34303,3.45,-1.04,15055.4,386
34313,3.46,-1.04,15060.38,385
34323,3.45,-1.04,15065.37,386
34333,3.45,-1.03,15070.35,386
34343,3.45,-1.03,15075.34,385
34353,3.45,-1.03,15080.32,386
34363,3.45,-1.03,15085.31,386
34373,3.46,-1.03,15090.29,386
34383,3.46,-1.03,15095.28,386
34393,3.46,-1.03,15100.26,386
34403,3.46,-1.03,15105.24,385
34413,3.46,-1.03,15110.23,386
34423,3.46,-1.03,15115.21,386
34433,3.46,-1.03,15120.2,385
34443,3.46,-1.03,15125.18,384
34453,3.46,-1.03,15130.16,386
34463,3.46,-1.03,15135.15,385
34473,3.46,-1.03,15140.13,386
34483,3.46,-1.03,15145.11,391
34493,3.46,-1.03,15150.1,386
34503,3.46,-1.03,15155.08,384
34513,3.47,-1.03,15160.06,387
34523,3.47,-1.03,15165.05,385
34533,3.46,-1.03,15170.03,386
34543,3.46,-1.03,15175.01,387
34553,3.45,-1.03,15180,386
34563,3.45,-1.03,15184.98,386
34573,3.45,-1.03,15189.96,386
34583,3.45,-1.03,15194.94,386
34593,3.46,-1.03,15199.92,386
34603,3.46,-1.03,15204.9,386
34613,3.46,-1.03,15209.89,385
34623,3.46,-1.03,15214.87,386
34633,3.46,-1.02,15219.86,385
34643,3.46,-1.02,15224.84,386
34653,3.46,-1.02,15229.83,386
34663,3.46,-1.02,15234.81,385
34673,3.45,-1.02,15239.79,386
34683,3.46,-1.03,15244.77,386
34693,3.46,-1.03,15249.75,386
34703,3.46,-1.03,15254.74,386
34713,3.46,-1.03,15259.72,386
34723,3.46,-1.03,15264.7,385
34733,3.46,-1.03,15269.69,386
34743,3.46,-1.03,15274.67,386
34753,3.46,-1.02,15279.65,385
34763,3.46,-1.02,15284.64,384
34773,3.47,-1.02,15289.62,386
34783,3.47,-1.03,15294.6,385
34793,3.47,-1.03,15299.59,386
34803,3.47,-1.02,15304.57,391
34813,3.47,-1.02,15309.55,386
34823,3.47,-1.02,15314.54,384
34833,3.47,-1.02,15319.52,387
34843,3.47,-1.02,15324.5,385
34853,3.47,-1.02,15329.49,381
34863,3.47,-1.02,15334.47,381
34873,3.46,-1.02,15339.45,381
34883,3.47,-1.02,15344.43,381
34893,3.47,-1.02,15349.41,382
34903,3.47,-1.02,15354.39,381
34913,3.47,-1.01,15359.37,381
34923,3.47,-1.01,15364.36,381
34933,3.47,-1.01,15369.34,381
34943,3.47,-1.01,15374.33,382
34953,3.47,-1.02,15379.31,382
34963,3.47,-1.01,15384.3,382
34973,3.47,-1.01,15389.28,382
34983,3.47,-1.02,15394.27,382
34993,3.47,-1.01,15399.25,382
35003,3.47,-1.01,15404.23,382
35013,3.47,-1.01,15409.22,381
35023,3.47,-1.01,15414.2,381
35033,3.47,-1.01,15419.19,383
35043,roll,pitch,yaw,382
35053,3.47,-1.01,15424.67,381
35063,3.47,-1.01,15429.16,381
35073,3.47,-1.01,15434.14,381
35083,3.47,-1.01,15439.12,381
35093,3.47,-1.01,15444.11,381
35103,3.47,-1.02,15449.09,381
35113,3.47,-1.01,15454.08,382
35123,3.47,-1.01,15459.06,382
35133,3.47,-1.02,15464.04,383
35143,3.47,-1.02,15469.02,383
35153,3.47,-1.02,15474,383
35163,3.47,-1.02,15478.99,383
35173,3.47,-1.02,15483.97,383
35183,3.47,-1.02,15488.95,383
35193,3.47,-1.02,15493.93,383
35203,3.47,-1.02,15498.91,383
35213,3.47,-1.01,15503.9,384
35223,3.47,-1.01,15508.88,383
35233,3.47,-1.01,15513.86,384
35243,3.48,-1.01,15518.84,384
35253,3.48,-1.01,15523.82,384
35263,3.48,-1.01,15528.8,384
35273,3.48,-1.01,15533.78,384
35283,3.48,-1.01,15538.76,385
35293,3.47,-1,15543.74,384
35303,3.47,-1,15548.72,385
35313,3.47,-1,15553.71,385
35323,3.47,-1,15558.69,385
35333,3.47,-1,15563.68,385
35343,3.48,-1,15568.67,385
35353,3.48,-1,15573.65,385
35363,3.48,-1,15578.63,385
35373,3.48,-1,15583.62,385
35383,3.47,-1.01,15588.6,385
35393,3.47,-1.01,15593.58,385
35403,3.47,-1.01,15598.57,386
35413,3.47,-1.01,15603.55,385
35423,3.47,-1.01,15608.53,386
35433,3.47,-1.01,15613.52,385
35443,3.47,-1.01,15618.5,385
35453,3.47,-1.01,15623.48,385
35463,3.46,-1.02,15628.46,385
35473,3.46,-1.02,15633.44,385
35483,3.46,-1.02,15638.43,386
35493,3.47,-1.02,15643.41,386
35503,3.47,-1.01,15648.4,386
35513,3.47,-1.01,15653.38,386
35523,3.47,-1,15658.37,386
35533,3.47,-1,15663.35,386
35543,3.47,-1,15668.34,386
35553,3.47,-1,15673.32,386
35563,3.47,-1,15678.31,386
35573,3.47,-1.01,15683.29,386
35583,3.47,-1,15688.28,386
35593,3.47,-1.01,15693.26,386
35603,3.47,-1.01,15698.24,386
35613,3.47,-1.01,15703.22,386
35623,3.47,-1.01,15708.21,386
35633,3.47,-1.01,15713.19,386
35643,3.47,-1,15718.18,386
35653,3.47,-1,15723.16,386
35663,3.47,-1,15728.15,387
35673,3.47,-1,15733.13,386
35683,3.47,-1,15738.12,386
35693,3.47,-1,15743.1,386
35703,3.47,-1,15748.08,386
35713,3.47,-1,15753.06,386
35723,3.47,-1,15758.05,386
35733,3.47,-1,15763.03,386
35743,3.48,-1.01,15768.01,387
35753,3.48,-1.01,15772.99,386
35763,3.47,-1.01,15777.98,386
